Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"Lands Suitable For All Purposes : Land For Sale In Thaha Nagarpalika, Makwanpur","Thaha muncipility, Thaha Nagarpalika, Makwanpur",Makwanpur,300000,0,0,3.0,0,North West,2074.0,191,9 Ropani,14 Feet / Gravelled,14 Feet , Gravelled,95/16/11/7 Ropani,2 months ago,[]
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu","Ichangu, Swayambhu, Kathmandu",Kathmandu,1150000,0,0,3.0,0,East,2074.0,565,0-7-1-0 Aana,11 Feet / Gravelled,11 Feet , Gravelled,N/A Aana,2 months ago,[]
"House For Rent In Jhamsikhel, Lalitpur","Thadodhunga, Jhamsikhel, Lalitpur",Lalitpur,150000,3,4,3.0,2,East,2074.0,779,0-5-2-0 Aana,8 Meter / Blacktopped,8 Meter , Blacktopped,N/A Aana,5 months ago,[]
"House On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","House No: 496, Dhara Marg, Ward No: 4, Maharajgunj, Kathmandu",Kathmandu,275000,0,0,2.0,0,East,2074.0,121,1.5 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Garden']"
"Land On Sale @ Manamaiju : Land For Sale In Manamaiju, Kathmandu","Manamaiju, Nasal Chowk, Near mansingh school, Manamaiju, Kathmandu",Kathmandu,2400000,0,0,3.0,0,South East,2074.0,115,0-4-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Land For Sale : Land For Sale In Kapan, Kathmandu","In-between kharibot and Paiyatar, Kapan, Kathmandu",Kathmandu,3500000,0,0,3.0,0,East,2074.0,130,1 Ropani,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,1 month ago,[]
"Super Commercial Land For Sale At Mid Baneshwor Main Road : Land For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Main Road, Mid Baneshwor, Kathmandu",Kathmandu,10000000,0,0,3.0,0,East,2074.0,330,0-26-0-0 Aana,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Land For Sale In Balaju, Kathmandu","Lolang, Balaju, Kathmandu",Kathmandu,900000,0,0,3.0,0,South,2074.0,508,3 Aana,10 Feet / Paved,10 Feet , Paved,N/A Sq. Feet,6 months ago,[]
"8 Anna Land On Sale At Ramkot -7 , Nagarjun : Land For Sale In Ramkot, Kathmandu","ramkot, Ramkot, Kathmandu",Kathmandu,1200000,0,0,3.0,0,North,2074.0,802,8 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,6 months ago,[]
"House For Sale In Balkhu, Kathmandu","Trishakti Petrol Pump, Balkhu, Kathmandu",Kathmandu,60000000,0,0,4.0,0,South,2074.0,575,5.1 Aana,0 Feet,0 Feet, Blacktopped,N/A Sq. Feet,6 months ago,[]
"House For Sale In Thankot, Kathmandu","dauradipo haiway, Thankot, Kathmandu",Kathmandu,11500000,0,0,3.0,0,East,2074.0,596,0-3-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,6 months ago,[]
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,5700000,0,0,3.0,0,East,2074.0,105,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Beautiful Land Is In Sale 13 Dhur Dhur : Land For Sale In Dharan, Dharan","dharan-8, Dharan, Dharan",Dharan,700000,0,0,3.0,0,East,2074.0,142,13 Dhur,25 Feet / Blacktopped,25 Feet , Blacktopped,N/A Aana,1 month ago,[]
"3 Biga 5 Khatra 12 Dur : Land For Sale In Birendranagar, Chitwan","Birendranagar, Birendranagar, Chitwan",Chitwan,180000000,0,0,3.0,0,East,2074.0,109,3 .5 Bigha,30 Feet / Soil Stabilized,30 Feet , Soil Stabilized,N/A Aana,1 month ago,[]
"Land For Sale In Thankot, Kathmandu","Chandragiri Cable Car, Thankot, Kathmandu",Kathmandu,1050000,0,0,3.0,0,South,2074.0,681,0-7-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[]
"Land For Sale In Thankot, Kathmandu","Chandragiri Cable Car, Thankot, Kathmandu",Kathmandu,1150000,0,0,3.0,0,East,2074.0,581,0-8-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,6 months ago,[]
"Office Space For Rent In Durbar Marg, Kathmandu","Lal Durbar marg, Durbar Marg, Kathmandu",Kathmandu,50000,0,0,3.0,0,North,2074.0,547,0-2-2-0 Aana,11 Feet / Paved,11 Feet , Paved,616 Sq. Feet,6 months ago,[]
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,2000000,0,0,3.0,0,West,2074.0,267,3 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,6 months ago,[]
"Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,5700000,0,0,3.0,0,West,2074.0,193,0-6-3-0 Aana,24 Feet / Gravelled,24 Feet , Gravelled,N/A Sq. Feet,6 months ago,[]
"Baluwatar 30 Ana Bungalow For Sale : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,250000000,6,5,3.0,10,East,2074.0,339,30 Aana,15 Feet,15 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Balcony', 'Garden', 'Water Supply', 'Drainage', 'Water Tank', 'Solar Water']"
"Tinkune Prime Location Land On Sale : Land For Sale In Tinkune, Kathmandu","Gairigaon, Tinkune, Kathmandu",Kathmandu,5600000,0,0,3.0,0,East,2074.0,198,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,2 Paisa,7 months ago,[]
"3 Ropani Land For Sale At Pumdikot Pokhara : Land For Sale In Pokhara, Pokhara","Pumdikot, Pokhara, Pokhara",Pokhara,60000000,0,0,3.0,0,East,2074.0,374,3-0-0-03 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[]
"Land For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,2600000,0,0,3.0,0,East,2074.0,848,0-7-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[]
"Land For Sale In Godawari, Lalitpur","Badikhel, Godawari, Lalitpur",Lalitpur,1100000,0,0,3.0,0,South,2074.0,407,5 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,7 months ago,[]
"House For Sale In Tarkeshwor, Kathmandu","lolang hariyali basti, Tarkeshwor, Kathmandu",Kathmandu,17000000,0,0,3.0,0,East,2074.0,157,0-3-0-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,7 months ago,[]
"House For Sale In Tikathali, Lalitpur","Tikathali-1, Tikathali, Lalitpur",Lalitpur,17000000,8,3,3.0,0,South,2074.0,860,0-3-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"Land For Sale In Bhaisepati, Lalitpur","sainbu sital colony, Bhaisepati, Lalitpur",Lalitpur,2700000,0,0,3.0,0,North East,2074.0,10K,0-6-2-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,7 months ago,"['Drainage', 'Water Well', 'Electricity Backup']"
"Land For Sale In Hetauda, Makwanpur","bagmati gaupalika, Hetauda, Makwanpur",Makwanpur,2500000,0,0,3.0,0,East,2074.0,761,10 Kattha,25 Feet / Blacktopped,25 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[]
"House And Land Sale In Kirtipur, Kathmandu : House For Sale In Machhegaun, Kirtipur","Kirtipur, Bhatkyapati, Machhegaun, Kirtipur",Kirtipur,15000000,0,2,3.0,0,South,2074.0,874,5.5 aana Aana,12 Feet,12 Feet, Blacktopped,2.5 Aana,6 months ago,"['Balcony', 'Garden', 'Frontyard', 'TV Cable', 'Wifi', 'Water Supply', 'Electricity Backup', 'Internet', 'Water Tank', 'Modular Kitchen']"
"Land For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,3700000,0,0,3.0,0,South West,2074.0,8.1K,5 Aana,40 Feet / Gravelled,40 Feet , Gravelled,N/A Aana,6 months ago,[]
"Land For Sale In Suryabinayak, Bhaktapur","Sirutar, Suryabinayak, Bhaktapur",Bhaktapur,1800000,0,0,3.0,0,North,2074.0,614,0-3-3-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,6 months ago,[]
"House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan",Chitwan,50000000,0,0,3.0,0,North,2074.0,788,2 Kattha,6 Meter / Blacktopped,6 Meter , Blacktopped,N/A Sq. Feet,6 months ago,[]
"Rental @ Bharatpur : Flat For Rent In Bharatpur, Chitwan","Bhintuna road, Bharatpur, Chitwan",Chitwan,20000,0,0,3.0,0,South,2074.0,159,12 Aana,6 Meter / Blacktopped,6 Meter , Blacktopped,4 Aana,1 month ago,[]
"Bansbari - House For Rent : House For Rent In Basbari, Kathmandu","Bansbari, Basbari, Kathmandu",Kathmandu,150000,3,4,3.0,2,South,2074.0,173,0-5-0-0 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']"
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,3000000,0,0,3.0,0,East,2074.0,1.1K,0-7-3-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,1 month ago,"['Drainage', 'Water Supply', 'Parking', 'Store Room']"
"Land For Sale In Budhanilkantha, Kathmandu","ganesh chowk, Budhanilkantha, Kathmandu",Kathmandu,3200000,0,0,3.0,0,East,2074.0,309,10 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,[]
"2storey House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,15500000,4,2,2.0,1,North East,2074.0,872,4 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,3 months ago,[]
"22 Anna Land Covered Bungalow For Sale At Budhanilkanta. : House For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,70000000,5,4,3.0,10,East,2074.0,671,0-22-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Chapali Plotting Land : Land For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,2650000,0,0,3.0,0,East,2074.0,369,3.3 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,3 months ago,[]
"4BHK Apartment In Sale- 1340 Sq Feet. : Apartment For Sale In Pepsicola, Kathmandu","Suncity, Pepsicola, Pepsicola, Kathmandu",Kathmandu,15200000,4,2,3.0,1,South,2074.0,1K,1340 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,1340 Sq. Feet,3 months ago,"['Lawn', 'Garden', 'Gym', 'TV Cable', 'Wifi', 'Water Supply', 'CCTV', 'Electricity Backup', 'Maintenance', 'Security Staff', 'Parking', 'Lift', 'Swimming Pool', 'Intercom']"
"30 Ropani Land For Sale. : Land For Sale In Nirmal Pokhari, Pokhara","Nirmal Pokhari-21, Nirmal Pokhari, Pokhara",Pokhara,2500000,0,0,3.0,0,South,2074.0,504,30 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,30 Ropani,4 months ago,[]
"12 Ropani Land Is On Sale. : Land For Sale In Nirmal Pokhari, Pokhara","BharatPokhari-33, Nirmal Pokhari, Pokhara",Pokhara,2500000,0,0,3.0,0,North,2074.0,483,12 Ropani,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,12 Ropani,4 months ago,[]
"Full Furnished House On Rent : House For Rent In Lazimpat, Kathmandu","uttar dokha, Lazimpat, Kathmandu",Kathmandu,150000,4,4,3.0,2,North East,2074.0,516,7 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,4 months ago,"['Garage', 'Air Condition', 'Garden', 'Frontyard', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Well', 'Water Tank']"
"Plotting Land For Sale At Gumti Chowk : Land For Sale In Budhanilkantha, Kathmandu","gumti chowk, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,3.0,0,East,2074.0,460,4 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,N/A Aana,4 months ago,[]
"House For Rent : Business For Rent In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,80000,13,0,4.0,0,East,2074.0,160,4 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,4 months ago,[]
"Furnished Office With MOE Consultancy License : Office Space For Sale In Chabahil, Kathmandu","Kumari building, Chabahil, Kathmandu",Kathmandu,2000000,0,0,3.0,0,East,2074.0,1.8K,1400 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,1400 Sq. Feet,4 months ago,"['Wifi', 'Drainage', 'Water Supply', 'Water Well', 'CCTV', 'Electricity Backup', 'Intercom', 'Internet', 'Lift', 'Parking', 'Security Staff']"
"Plotted Land : Land For Sale In Sirutar, Bhaktapur","Milan Chowk, Sirutar, Bhaktapur",Bhaktapur,2100000,0,0,3.0,0,North East,2074.0,3.8K,0-5-2-0 Sq. Feet,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,2 months ago,"['Drainage', 'Water Supply']"
"House For Sale In Maharajgunj, Kathmandu","Maharajgunj Ganeshbasti, Maharajgunj, Kathmandu",Kathmandu,57500000,0,0,3.0,0,North East,2074.0,167,0-6-1-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,2 months ago,[]
"Somaney : House For Sale In Imadol, Lalitpur","Imadol, near tempo park, Imadol, Lalitpur",Lalitpur,21000000,0,3,3.0,1,East,2074.0,340,0.4.0.0 Aana,12 Feet,12 Feet, Blacktopped,0-4.0.0 Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Garage', 'Frontyard', 'TV Cable', 'Wifi', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Internet']"
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1350000,0,0,3.0,0,North,2074.0,251,6 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,7 months ago,[]
"Land For SALE In Banepa : Land For Sale In Banepa, Kavre","Karuna Marg, Banepa, Kavre",Kavre,815000,0,0,3.0,0,North,2074.0,230,10.3 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,7 months ago,[]
"1 Ropani Land On Sale In Macchegau, Kritipur - Can Be Plotted Into 3 Pieces : Land For Sale In Naya Bazar, Kathmandu","machchhegaun, Naya Bazar, Kathmandu",Kathmandu,1000000,0,0,3.0,0,North East,2074.0,369,1-0-0-0 Ropani,32 Feet / Blacktopped,32 Feet , Blacktopped,N/A Aana,7 months ago,[]
"Land On Sale : Land For Sale In Soltimode, Kathmandu","Chauni Road, Soltimode, Kathmandu",Kathmandu,3000000,0,0,3.0,0,North East,2074.0,285,0-4-1-0 Aana,15 Feet,15 Feet, Blacktopped,N/A Aana,4 months ago,[]
"Office Space For Rent : Office Space For Rent In Naxal, Kathmandu","Bhimsen Marg, hadigaon, Naxal, Kathmandu",Kathmandu,160,0,0,3.0,0,North East,2074.0,149,20 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,4 months ago,"['Backyard', 'Water Supply', 'Frontyard', 'Water Tank']"
"16ana Land At Tokha : Land For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu",Kathmandu,2500000,0,0,3.0,0,North East,2074.0,509,16 Aana,0 Feet,0 Feet, Blacktopped,16 Aana,4 months ago,[]
"House Sale In Raniban : House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,120000000,0,0,3.0,0,West,2074.0,205,1-15-0-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Aana,1 month ago,[]
"House With 4 Ropani, Only Land Cost -Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Muhanpokhari Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,105000000,4,3,3.0,4,South,2074.0,437,4-0-0-0 Ropani,20 Feet,20 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Commercial House Sale In Satungal : House For Sale In Satungal, Kathmandu","Commercial land sale in Satungal, Satungal, Kathmandu",Kathmandu,42500000,0,0,3.0,0,West,2074.0,136,0-5-1-1 Aana,29 Feet,29 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land For Sale In Birtamod Road, Itahari","Rajbiraj saptari, Birtamod Road, Itahari",Itahari,230000,0,0,3.0,0,East,2074.0,175,16 Dhur,0 Feet,0 Feet, Blacktopped,N/A Aana,7 months ago,[]
"House For Sale In Tarkeshwor, Kathmandu","Lolang, Tarkeshwor, Kathmandu",Kathmandu,8500000,4,0,3.0,0,South,2074.0,343,2.5 Aana,10 Feet,10 Feet, Blacktopped,N/A Sq. Feet,7 months ago,[]
"House For Sale In Naya Bazar, Kathmandu","Rayamajhi, Naya Bazar, Kathmandu",Kathmandu,32000000,8,4,3.0,1,North,2074.0,820,0-3-1-0 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,6 months ago,"['Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Solar Water', 'Drainage', 'Electricity Backup', 'Parking', 'Store Room', 'Water Tank']"
"Land For Sale In Bijauri, Dang","Ghorai, Bijauri, Dang",Dang,250000,0,0,3.0,0,South East,2074.0,674,6-17-0-0 Bigha,0 Feet,0 Feet, Blacktopped,N/A Sq. Feet,6 months ago,[]
"Land For Sale In Biratnagar, Morang","Jhorahat Bazar, Biratnagar, Morang",Morang,200000,0,0,3.0,0,North,2074.0,386,12 Dhur,15 Feet,15 Feet, Blacktopped,N/A Sq. Feet,6 months ago,[]
"Hattiban Town Planing : Land For Sale In Hattiban, Lalitpur","Velpa Hattiban, Hattiban, Lalitpur",Lalitpur,3500000,0,0,3.0,0,East,2074.0,368,0-4-0-0 Aana,6 Meter,6 Meter, Blacktopped,N/A Aana,1 month ago,[]
"Flat For Rental : Flat For Rent In Jorpati, Kathmandu","Narayantar shivachowk-JORPATI, Jorpati, Kathmandu",Kathmandu,20000,1,1,3.0,1,East,2074.0,390,1111111111111 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Commerial Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,11000000,0,0,3.0,0,South,2074.0,85,0-10-0-0 Aana,40 Feet,40 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Flat For Rent In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,55000,0,0,3.0,0,West,2074.0,207,1-0-0-0 Aana,12 Feet,12 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Godown Space Rent In Kushlechaur : Business For Rent In Chhauni, Kathmandu","Kushlechaur, Chhauni, Kathmandu",Kathmandu,55000,0,0,3.0,0,North,2074.0,123,1 Aana,10 Feet,10 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Commercial Land Sale In Sano Gaucharan : Land For Sale In Sano Gaucharan, Kathmandu","Sano gaucharan, Sano Gaucharan, Kathmandu",Kathmandu,11000000,0,0,3.0,0,North,2074.0,197,0-9-3-0 Aana,32 Feet,32 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Fancy Shop Sale In Nayabazar : Business For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,3500000,0,0,3.0,0,South West,2074.0,98,1 Aana,16 Feet,16 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land For Sale In Bode, Bhaktapur","Nilbarahi Bode, Bhaktapur, Bode, Bhaktapur",Bhaktapur,2200000,0,0,3.0,0,East,2074.0,72,0-11-1-3 Ropani,13 Feet,13 Feet, Blacktopped,N/A Ropani,1 month ago,[]
"House For Rent Near Manbhawan : House For Rent In Kumaripati, Lalitpur","manbhawan, Kumaripati, Lalitpur",Lalitpur,120000,5,4,3.0,4,East,2074.0,166,10 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"House For Rent At Sallaghari : House For Rent In Sallaghari, Bhaktapur","sallaghari, Sallaghari, Bhaktapur",Bhaktapur,70000,4,3,3.0,2,East,2074.0,407,4 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Microwave', 'Modular Kitchen', 'Water Supply', 'Air Condition']"
"House For Rent At Hattiban : House For Rent In Hattiban, Lalitpur","hattiban, Hattiban, Lalitpur",Lalitpur,60000,4,3,3.0,2,East,2074.0,454,4 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply', 'Garden']"
"House For Sale In Hetauda, Makwanpur","Rai Tol, Hetauda, Makwanpur",Makwanpur,16000000,0,0,3.0,0,North,2074.0,513,8 Dhur,15 Feet,15 Feet, Blacktopped,N/A Sq. Feet,6 months ago,[]
"Furnished Apartment Flat Near Japanese Embassy : Apartment For Sale In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,23000000,3,3,3.0,1,South,2074.0,395,1583 Sq. Feet,20 Feet,20 Feet, Blacktopped,1583 Sq. Feet,1 month ago,"['Parking', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup', 'Internet', 'Lift']"
"Sasto Jaggha : Land For Sale In Bhangal, Kathmandu","Santinagar, Bhangal, Kathmandu",Kathmandu,3000000,0,0,3.0,0,North,2074.0,158,5 Aana,0 Feet,0 Feet, Blacktopped,5 Aana,1 month ago,[]
"Villa On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,600000,5,4,3.0,11,East,2074.0,226,5 Ropani,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Garage', 'Garden']"
"Land Sale In Thulobharyang : Land For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",Kathmandu,4000000,0,0,3.0,0,South East,2074.0,245,3-0-0-0 Ropani,20 Feet,20 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Raniban : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,2850000,0,0,3.0,0,South East,2074.0,303,0-5-1-0 Aana,12 Feet,12 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,3.0,0,North,2074.0,307,2-0-0-0 Ropani,14 Feet,14 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Taukhel : Land For Sale In Nagarjun, Kathmandu","Taukhel, Nagarjun, Kathmandu",Kathmandu,2500000,0,0,3.0,0,South East,2074.0,311,0-11-2-0 Aana,14 Feet,14 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Narayanthan : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2850000,0,0,3.0,0,West,2074.0,295,1-1-0-0 Aana,13 Feet,13 Feet, Blacktopped,N/A Aana,1 month ago,[]
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,28000000,0,0,3.0,0,South,2074.0,1K,0-5-3-0 Aana,20 Feet,20 Feet, Blacktopped,N/A Sq. Feet,6 months ago,[]
"Land Sale In Bijeshori : Land For Sale In Swayambhu, Kathmandu","Bijeshori, Swayambhu, Kathmandu",Kathmandu,6000000,0,0,3.0,0,North,2074.0,75,0-8-0-0 Aana,32 Feet,32 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land For Sale In Ramkot, Kathmandu","Taukhel, Ramkot, Kathmandu",Kathmandu,2500000,0,0,3.0,0,South West,2074.0,74,0-11-2-0 Aana,14 Feet,14 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,7000000,0,0,3.0,0,South East,2074.0,94,0-2-2-0 Aana,26 Feet,26 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Fancy Shop Sale In Shankhamul : Business For Sale In Sankhamul, Kathmandu","Shankhamul, Sankhamul, Kathmandu",Kathmandu,760000,0,0,3.0,0,North West,2074.0,81,1 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Business For Sale In Patan, Lalitpur","Patan, Patan, Lalitpur",Lalitpur,3500000,0,0,3.0,0,East,2074.0,124,1500 Sq. Feet,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Villa On Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,200000,5,4,3.0,4,East,2074.0,323,25 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,['Parking']
"Office Space For Rent At Soaltee Mood : Office Space For Rent In Soltimode, Kathmandu","Soaltee mode, Soltimode, Kathmandu",Kathmandu,40000,3,2,3.0,1,East,2074.0,78,10 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Bungalow On Rent At Basbari : House For Rent In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,200000,6,4,3.0,2,East,2074.0,151,10 Aana,0 Feet,0 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Land For Sale In Chabahil, Kathmandu","chuchchepati, Chabahil, Kathmandu",Kathmandu,5500000,0,0,3.0,0,South East,2074.0,73,1-2-0-0 Aana,36 Feet,36 Feet, Blacktopped,N/A Aana,2 months ago,[]
"Bishalnagar 29 Ana For Sale : Land For Sale In Bishal Nagar, Kathmandu","Na, Bishal Nagar, Kathmandu",Kathmandu,8500000,0,0,3.0,0,East,2074.0,141,29 ana Aana,16 Feet,16 Feet, Blacktopped,N/A Aana,1 month ago,[]
"Land Sale In Kirtipur : Land For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,3.0,0,South East,2074.0,161,1-9-0-0 Aana,22 Feet,22 Feet, Blacktopped,N/A Aana,1 month ago,[]
